	value	expression
1460	15	('+', 1, ('-', ('+', 6, 10), 2))
1461	15	('+', 1, ('-', ('+', 10, 6), 2))
1462	15	('+', 1, ('-', ('*', 2, 10), 6))
1463	15	('+', 1, ('-', ('*', 10, 2), 6))
1464	15	('+', 1, ('+', 6, ('-', 10, 2)))
1465	15	('+', 1, ('+', 10, ('-', 6, 2)))
1466	15	('+', 1, ('+', ('-', 6, 2), 10))
1467	15	('+', 1, ('+', ('-', 10, 2), 6))
1468	15	('+', ('-', 6, 2), ('+', 10, 1))
1469	15	('+', ('-', 6, 2), ('+', 1, 10))
1470	15	('+', ('-', 6, ('-', 2, 10)), 1)
1471	15	('+', ('-', 6, ('-', 2, 1)), 10)
1472	15	('+', ('-', 10, 2), ('+', 6, 1))
1473	15	('+', ('-', 10, 2), ('+', 1, 6))
1474	15	('+', ('-', 10, ('-', 2, 6)), 1)
1475	15	('+', ('-', 10, ('-', 2, 1)), 6)
1476	15	('+', ('-', 1, 6), ('*', 2, 10))
1477	15	('+', ('-', 1, 6), ('*', 10, 2))
1478	15	('+', ('-', 1, 2), ('+', 6, 10))
1479	15	('+', ('-', 1, 2), ('+', 10, 6))
1480	15	('+', ('-', 1, ('-', 2, 6)), 10)
1481	15	('+', ('-', 1, ('-', 2, 10)), 6)
1482	15	('+', ('-', ('+', 6, 10), 2), 1)
1483	15	('+', ('-', ('+', 6, 1), 2), 10)
1484	15	('+', ('-', ('+', 10, 6), 2), 1)
1485	15	('+', ('-', ('+', 10, 1), 2), 6)
1486	15	('+', ('-', ('+', 1, 6), 2), 10)
1487	15	('+', ('-', ('+', 1, 10), 2), 6)
1488	15	('+', ('-', ('*', 2, 10), 6), 1)
1489	15	('+', ('-', ('*', 10, 2), 6), 1)
1490	15	('+', ('+', 6, 10), ('-', 1, 2))
1491	15	('+', ('+', 6, 1), ('-', 10, 2))
1492	15	('+', ('+', 6, ('-', 10, 2)), 1)
1493	15	('+', ('+', 6, ('-', 1, 2)), 10)
1494	15	('+', ('+', 10, 6), ('-', 1, 2))
1495	15	('+', ('+', 10, 1), ('-', 6, 2))
1496	15	('+', ('+', 10, ('-', 6, 2)), 1)
1497	15	('+', ('+', 10, ('-', 1, 2)), 6)
1498	15	('+', ('+', 1, 6), ('-', 10, 2))
1499	15	('+', ('+', 1, 10), ('-', 6, 2))
1500	15	('+', ('+', 1, ('-', 6, 2)), 10)
1501	15	('+', ('+', 1, ('-', 10, 2)), 6)
1502	15	('+', ('+', ('-', 6, 2), 10), 1)
1503	15	('+', ('+', ('-', 6, 2), 1), 10)
1504	15	('+', ('+', ('-', 10, 2), 6), 1)
1505	15	('+', ('+', ('-', 10, 2), 1), 6)
1506	15	('+', ('+', ('-', 1, 2), 6), 10)
1507	15	('+', ('+', ('-', 1, 2), 10), 6)
1508	15	('+', ('*', 2, 10), ('-', 1, 6))
1509	15	('+', ('*', 10, 2), ('-', 1, 6))
1510	14	('/', ('-', 6, ('-', 2, 10)), 1)
1511	14	('/', ('-', 10, ('-', 2, 6)), 1)
1512	14	('/', ('-', ('+', 6, 10), 2), 1)
1513	14	('/', ('-', ('+', 10, 6), 2), 1)
1514	14	('/', ('-', ('*', 2, 10), 6), 1)
1515	14	('/', ('-', ('*', 10, 2), 6), 1)
1516	14	('/', ('+', 6, ('-', 10, 2)), 1)
1517	14	('/', ('+', 10, ('-', 6, 2)), 1)
1518	14	('/', ('+', ('-', 6, 2), 10), 1)
1519	14	('/', ('+', ('-', 10, 2), 6), 1)
1520	14	('-', 6, ('/', ('-', 2, 10), 1))
1521	14	('-', 6, ('-', 2, ('/', 10, 1)))
1522	14	('-', 6, ('-', 2, ('*', 10, 1)))
1523	14	('-', 6, ('-', 2, ('*', 1, 10)))
1524	14	('-', 6, ('-', ('/', 2, 1), 10))
1525	14	('-', 6, ('-', ('*', 2, 1), 10))
1526	14	('-', 6, ('-', ('*', 1, 2), 10))
1527	14	('-', 6, ('*', 1, ('-', 2, 10)))
1528	14	('-', 6, ('*', ('-', 2, 10), 1))
1529	14	('-', 10, ('/', ('-', 2, 6), 1))
1530	14	('-', 10, ('-', 2, ('/', 6, 1)))
1531	14	('-', 10, ('-', 2, ('*', 6, 1)))
1532	14	('-', 10, ('-', 2, ('*', 1, 6)))
1533	14	('-', 10, ('-', ('/', 2, 1), 6))
1534	14	('-', 10, ('-', ('*', 2, 1), 6))
1535	14	('-', 10, ('-', ('*', 1, 2), 6))
1536	14	('-', 10, ('*', 1, ('-', 2, 6)))
1537	14	('-', 10, ('*', ('-', 2, 6), 1))
1538	14	('-', ('/', 6, 1), ('-', 2, 10))
1539	14	('-', ('/', 2, ('/', 1, 10)), 6)
1540	14	('-', ('/', 10, 1), ('-', 2, 6))
1541	14	('-', ('/', 10, ('/', 1, 2)), 6)
1542	14	('-', ('/', ('+', 6, 10), 1), 2)
1543	14	('-', ('/', ('+', 10, 6), 1), 2)
1544	14	('-', ('/', ('*', 2, 10), 1), 6)
1545	14	('-', ('/', ('*', 10, 2), 1), 6)
1546	14	('-', ('+', 6, 10), ('/', 2, 1))
1547	14	('-', ('+', 6, 10), ('*', 2, 1))
1548	14	('-', ('+', 6, 10), ('*', 1, 2))
1549	14	('-', ('+', 6, ('/', 10, 1)), 2)
1550	14	('-', ('+', 6, ('*', 10, 1)), 2)
1551	14	('-', ('+', 6, ('*', 1, 10)), 2)
1552	14	('-', ('+', 10, 6), ('/', 2, 1))
1553	14	('-', ('+', 10, 6), ('*', 2, 1))
1554	14	('-', ('+', 10, 6), ('*', 1, 2))
1555	14	('-', ('+', 10, ('/', 6, 1)), 2)
1556	14	('-', ('+', 10, ('*', 6, 1)), 2)
1557	14	('-', ('+', 10, ('*', 1, 6)), 2)
1558	14	('-', ('+', ('/', 6, 1), 10), 2)
1559	14	('-', ('+', ('/', 10, 1), 6), 2)
1560	14	('-', ('+', ('*', 6, 1), 10), 2)
1561	14	('-', ('+', ('*', 10, 1), 6), 2)
1562	14	('-', ('+', ('*', 1, 6), 10), 2)
1563	14	('-', ('+', ('*', 1, 10), 6), 2)
1564	14	('-', ('*', 6, 1), ('-', 2, 10))
1565	14	('-', ('*', 2, 10), ('/', 6, 1))
1566	14	('-', ('*', 2, 10), ('*', 6, 1))
1567	14	('-', ('*', 2, 10), ('*', 1, 6))
1568	14	('-', ('*', 2, ('/', 10, 1)), 6)
1569	14	('-', ('*', 2, ('*', 10, 1)), 6)
1570	14	('-', ('*', 2, ('*', 1, 10)), 6)
1571	14	('-', ('*', 10, 2), ('/', 6, 1))
1572	14	('-', ('*', 10, 2), ('*', 6, 1))
1573	14	('-', ('*', 10, 2), ('*', 1, 6))
1574	14	('-', ('*', 10, 1), ('-', 2, 6))
1575	14	('-', ('*', 10, ('/', 2, 1)), 6)
1576	14	('-', ('*', 10, ('*', 2, 1)), 6)
1577	14	('-', ('*', 10, ('*', 1, 2)), 6)
1578	14	('-', ('*', 1, 6), ('-', 2, 10))
1579	14	('-', ('*', 1, 10), ('-', 2, 6))
1580	14	('-', ('*', 1, ('+', 6, 10)), 2)
1581	14	('-', ('*', 1, ('+', 10, 6)), 2)
1582	14	('-', ('*', 1, ('*', 2, 10)), 6)
1583	14	('-', ('*', 1, ('*', 10, 2)), 6)
1584	14	('-', ('*', ('/', 2, 1), 10), 6)
1585	14	('-', ('*', ('/', 10, 1), 2), 6)
1586	14	('-', ('*', ('+', 6, 10), 1), 2)
1587	14	('-', ('*', ('+', 10, 6), 1), 2)
1588	14	('-', ('*', ('*', 2, 10), 1), 6)
1589	14	('-', ('*', ('*', 2, 1), 10), 6)
1590	14	('-', ('*', ('*', 10, 2), 1), 6)
1591	14	('-', ('*', ('*', 10, 1), 2), 6)
1592	14	('-', ('*', ('*', 1, 2), 10), 6)
1593	14	('-', ('*', ('*', 1, 10), 2), 6)
1594	14	('+', 6, ('/', ('-', 10, 2), 1))
1595	14	('+', 6, ('-', 10, ('/', 2, 1)))
1596	14	('+', 6, ('-', 10, ('*', 2, 1)))
1597	14	('+', 6, ('-', 10, ('*', 1, 2)))
1598	14	('+', 6, ('-', ('/', 10, 1), 2))
1599	14	('+', 6, ('-', ('*', 10, 1), 2))
1600	14	('+', 6, ('-', ('*', 1, 10), 2))
1601	14	('+', 6, ('*', 1, ('-', 10, 2)))
1602	14	('+', 6, ('*', ('-', 10, 2), 1))
1603	14	('+', 10, ('/', ('-', 6, 2), 1))
1604	14	('+', 10, ('-', 6, ('/', 2, 1)))
1605	14	('+', 10, ('-', 6, ('*', 2, 1)))
1606	14	('+', 10, ('-', 6, ('*', 1, 2)))
1607	14	('+', 10, ('-', ('/', 6, 1), 2))
1608	14	('+', 10, ('-', ('*', 6, 1), 2))
1609	14	('+', 10, ('-', ('*', 1, 6), 2))
1610	14	('+', 10, ('+', 1, ('/', 6, 2)))
1611	14	('+', 10, ('+', ('/', 6, 2), 1))
1612	14	('+', 10, ('*', 1, ('-', 6, 2)))
1613	14	('+', 10, ('*', ('-', 6, 2), 1))
1614	14	('+', 1, ('+', 10, ('/', 6, 2)))
1615	14	('+', 1, ('+', ('/', 6, 2), 10))
1616	14	('+', ('/', 6, 2), ('+', 10, 1))
1617	14	('+', ('/', 6, 2), ('+', 1, 10))
1618	14	('+', ('/', 6, 1), ('-', 10, 2))
1619	14	('+', ('/', 10, 1), ('-', 6, 2))
1620	14	('+', ('/', ('-', 6, 2), 1), 10)
1621	14	('+', ('/', ('-', 10, 2), 1), 6)
1622	14	('+', ('-', 6, 2), ('/', 10, 1))
1623	14	('+', ('-', 6, 2), ('*', 10, 1))
1624	14	('+', ('-', 6, 2), ('*', 1, 10))
1625	14	('+', ('-', 6, ('/', 2, 1)), 10)
1626	14	('+', ('-', 6, ('*', 2, 1)), 10)
1627	14	('+', ('-', 6, ('*', 1, 2)), 10)
1628	14	('+', ('-', 10, 2), ('/', 6, 1))
1629	14	('+', ('-', 10, 2), ('*', 6, 1))
1630	14	('+', ('-', 10, 2), ('*', 1, 6))
1631	14	('+', ('-', 10, ('/', 2, 1)), 6)
1632	14	('+', ('-', 10, ('*', 2, 1)), 6)
1633	14	('+', ('-', 10, ('*', 1, 2)), 6)
1634	14	('+', ('-', ('/', 6, 1), 2), 10)
1635	14	('+', ('-', ('/', 10, 1), 2), 6)
1636	14	('+', ('-', ('*', 6, 1), 2), 10)
1637	14	('+', ('-', ('*', 10, 1), 2), 6)
1638	14	('+', ('-', ('*', 1, 6), 2), 10)
1639	14	('+', ('-', ('*', 1, 10), 2), 6)
1640	14	('+', ('+', 10, 1), ('/', 6, 2))
1641	14	('+', ('+', 10, ('/', 6, 2)), 1)
1642	14	('+', ('+', 1, 10), ('/', 6, 2))
1643	14	('+', ('+', 1, ('/', 6, 2)), 10)
1644	14	('+', ('+', ('/', 6, 2), 10), 1)
1645	14	('+', ('+', ('/', 6, 2), 1), 10)
1646	14	('+', ('*', 6, 1), ('-', 10, 2))
1647	14	('+', ('*', 10, 1), ('-', 6, 2))
1648	14	('+', ('*', 1, 6), ('-', 10, 2))
1649	14	('+', ('*', 1, 10), ('-', 6, 2))
1650	14	('+', ('*', 1, ('-', 6, 2)), 10)
1651	14	('+', ('*', 1, ('-', 10, 2)), 6)
1652	14	('+', ('*', ('-', 6, 2), 1), 10)
1653	14	('+', ('*', ('-', 10, 2), 1), 6)
1654	14	('*', 1, ('-', 6, ('-', 2, 10)))
1655	14	('*', 1, ('-', 10, ('-', 2, 6)))
1656	14	('*', 1, ('-', ('+', 6, 10), 2))
1657	14	('*', 1, ('-', ('+', 10, 6), 2))
1658	14	('*', 1, ('-', ('*', 2, 10), 6))
1659	14	('*', 1, ('-', ('*', 10, 2), 6))
1660	14	('*', 1, ('+', 6, ('-', 10, 2)))
1661	14	('*', 1, ('+', 10, ('-', 6, 2)))
1662	14	('*', 1, ('+', ('-', 6, 2), 10))
1663	14	('*', 1, ('+', ('-', 10, 2), 6))
1664	14	('*', ('-', 6, ('-', 2, 10)), 1)
1665	14	('*', ('-', 10, ('-', 2, 6)), 1)
1666	14	('*', ('-', ('+', 6, 10), 2), 1)
1667	14	('*', ('-', ('+', 10, 6), 2), 1)
1668	14	('*', ('-', ('*', 2, 10), 6), 1)
1669	14	('*', ('-', ('*', 10, 2), 6), 1)
1670	14	('*', ('+', 6, ('-', 10, 2)), 1)
1671	14	('*', ('+', 10, ('-', 6, 2)), 1)
1672	14	('*', ('+', ('-', 6, 2), 10), 1)
1673	14	('*', ('+', ('-', 10, 2), 6), 1)
1674	13	('/', ('+', 10, ('/', 6, 2)), 1)
1675	13	('/', ('+', ('/', 6, 2), 10), 1)
1676	13	('-', 6, ('-', 2, ('-', 10, 1)))
1677	13	('-', 6, ('-', 1, ('-', 10, 2)))
1678	13	('-', 6, ('-', ('+', 2, 1), 10))
1679	13	('-', 6, ('-', ('+', 1, 2), 10))
1680	13	('-', 6, ('+', 2, ('-', 1, 10)))
1681	13	('-', 6, ('+', 1, ('-', 2, 10)))
1682	13	('-', 6, ('+', ('-', 2, 10), 1))
1683	13	('-', 6, ('+', ('-', 1, 10), 2))
1684	13	('-', 10, ('-', 2, ('-', 6, 1)))
1685	13	('-', 10, ('-', 1, ('-', 6, 2)))
1686	13	('-', 10, ('-', ('+', 2, 1), 6))
1687	13	('-', 10, ('-', ('+', 1, 2), 6))
1688	13	('-', 10, ('+', 2, ('-', 1, 6)))
1689	13	('-', 10, ('+', 1, ('-', 2, 6)))
1690	13	('-', 10, ('+', ('-', 2, 6), 1))
1691	13	('-', 10, ('+', ('-', 1, 6), 2))
1692	13	('-', ('-', 6, 2), ('-', 1, 10))
1693	13	('-', ('-', 6, 1), ('-', 2, 10))
1694	13	('-', ('-', 6, ('-', 2, 10)), 1)
1695	13	('-', ('-', 6, ('-', 1, 10)), 2)
1696	13	('-', ('-', 10, 2), ('-', 1, 6))
1697	13	('-', ('-', 10, 1), ('-', 2, 6))
1698	13	('-', ('-', 10, ('-', 2, 6)), 1)
1699	13	('-', ('-', 10, ('-', 1, 6)), 2)
1700	13	('-', ('-', ('+', 6, 10), 2), 1)
1701	13	('-', ('-', ('+', 6, 10), 1), 2)
1702	13	('-', ('-', ('+', 10, 6), 2), 1)
1703	13	('-', ('-', ('+', 10, 6), 1), 2)
1704	13	('-', ('-', ('*', 2, 10), 6), 1)
1705	13	('-', ('-', ('*', 2, 10), 1), 6)
1706	13	('-', ('-', ('*', 10, 2), 6), 1)
1707	13	('-', ('-', ('*', 10, 2), 1), 6)
1708	13	('-', ('+', 6, 10), ('+', 2, 1))
1709	13	('-', ('+', 6, 10), ('+', 1, 2))
1710	13	('-', ('+', 6, ('-', 10, 2)), 1)
1711	13	('-', ('+', 6, ('-', 10, 1)), 2)
1712	13	('-', ('+', 10, 6), ('+', 2, 1))
1713	13	('-', ('+', 10, 6), ('+', 1, 2))
1714	13	('-', ('+', 10, ('-', 6, 2)), 1)
1715	13	('-', ('+', 10, ('-', 6, 1)), 2)
1716	13	('-', ('+', ('-', 6, 2), 10), 1)
1717	13	('-', ('+', ('-', 6, 1), 10), 2)
1718	13	('-', ('+', ('-', 10, 2), 6), 1)
1719	13	('-', ('+', ('-', 10, 1), 6), 2)
1720	13	('-', ('*', 2, 10), ('+', 6, 1))
1721	13	('-', ('*', 2, 10), ('+', 1, 6))
1722	13	('-', ('*', 10, 2), ('+', 6, 1))
1723	13	('-', ('*', 10, 2), ('+', 1, 6))
1724	13	('+', 6, ('-', 10, ('+', 2, 1)))
1725	13	('+', 6, ('-', 10, ('+', 1, 2)))
1726	13	('+', 6, ('-', ('-', 10, 2), 1))
1727	13	('+', 6, ('-', ('-', 10, 1), 2))
1728	13	('+', 10, ('/', 6, ('/', 2, 1)))
1729	13	('+', 10, ('/', 6, ('*', 2, 1)))
1730	13	('+', 10, ('/', 6, ('*', 1, 2)))
1731	13	('+', 10, ('/', 1, ('/', 2, 6)))
1732	13	('+', 10, ('/', ('/', 6, 2), 1))
1733	13	('+', 10, ('/', ('/', 6, 1), 2))
1734	13	('+', 10, ('/', ('*', 6, 1), 2))
1735	13	('+', 10, ('/', ('*', 1, 6), 2))
1736	13	('+', 10, ('-', 6, ('+', 2, 1)))
1737	13	('+', 10, ('-', 6, ('+', 1, 2)))
1738	13	('+', 10, ('-', ('-', 6, 2), 1))
1739	13	('+', 10, ('-', ('-', 6, 1), 2))
1740	13	('+', 10, ('*', 6, ('/', 1, 2)))
1741	13	('+', 10, ('*', 1, ('/', 6, 2)))
1742	13	('+', 10, ('*', ('/', 6, 2), 1))
1743	13	('+', 10, ('*', ('/', 1, 2), 6))
1744	13	('+', ('/', 6, 2), ('/', 10, 1))
1745	13	('+', ('/', 6, 2), ('*', 10, 1))
1746	13	('+', ('/', 6, 2), ('*', 1, 10))
1747	13	('+', ('/', 6, ('/', 2, 1)), 10)
1748	13	('+', ('/', 6, ('*', 2, 1)), 10)
1749	13	('+', ('/', 6, ('*', 1, 2)), 10)
1750	13	('+', ('/', 10, 1), ('/', 6, 2))
1751	13	('+', ('/', 1, ('/', 2, 6)), 10)
1752	13	('+', ('/', ('/', 6, 2), 1), 10)
1753	13	('+', ('/', ('/', 6, 1), 2), 10)
1754	13	('+', ('/', ('*', 6, 1), 2), 10)
1755	13	('+', ('/', ('*', 1, 6), 2), 10)
1756	13	('+', ('-', 6, 2), ('-', 10, 1))
1757	13	('+', ('-', 6, 1), ('-', 10, 2))
1758	13	('+', ('-', 6, ('+', 2, 1)), 10)
1759	13	('+', ('-', 6, ('+', 1, 2)), 10)
1760	13	('+', ('-', 10, 2), ('-', 6, 1))
1761	13	('+', ('-', 10, 1), ('-', 6, 2))
1762	13	('+', ('-', 10, ('+', 2, 1)), 6)
1763	13	('+', ('-', 10, ('+', 1, 2)), 6)
1764	13	('+', ('-', ('-', 6, 2), 1), 10)
1765	13	('+', ('-', ('-', 6, 1), 2), 10)
1766	13	('+', ('-', ('-', 10, 2), 1), 6)
1767	13	('+', ('-', ('-', 10, 1), 2), 6)
1768	13	('+', ('*', 6, ('/', 1, 2)), 10)
1769	13	('+', ('*', 10, 1), ('/', 6, 2))
1770	13	('+', ('*', 1, 10), ('/', 6, 2))
1771	13	('+', ('*', 1, ('/', 6, 2)), 10)
1772	13	('+', ('*', ('/', 6, 2), 1), 10)
1773	13	('+', ('*', ('/', 1, 2), 6), 10)
1774	13	('*', 1, ('+', 10, ('/', 6, 2)))
1775	13	('*', 1, ('+', ('/', 6, 2), 10))
1776	13	('*', ('+', 10, ('/', 6, 2)), 1)
1777	13	('*', ('+', ('/', 6, 2), 10), 1)
1778	12	('-', 10, ('-', 1, ('/', 6, 2)))
1779	12	('-', ('/', 6, 2), ('-', 1, 10))
1780	12	('-', ('+', 10, ('/', 6, 2)), 1)
1781	12	('-', ('+', ('/', 6, 2), 10), 1)
1782	12	('-', ('*', 2, ('-', 10, 1)), 6)
1783	12	('-', ('*', ('-', 10, 1), 2), 6)
1784	12	('+', 6, ('+', 1, ('/', 10, 2)))
1785	12	('+', 6, ('+', ('/', 10, 2), 1))
1786	12	('+', 10, ('/', 6, ('+', 2, 1)))
1787	12	('+', 10, ('/', 6, ('+', 1, 2)))
1788	12	('+', 10, ('-', ('/', 6, 2), 1))
1789	12	('+', 1, ('+', 6, ('/', 10, 2)))
1790	12	('+', 1, ('+', ('/', 10, 2), 6))
1791	12	('+', ('/', 6, 2), ('-', 10, 1))
1792	12	('+', ('/', 6, ('+', 2, 1)), 10)
1793	12	('+', ('/', 6, ('+', 1, 2)), 10)
1794	12	('+', ('/', 10, 2), ('+', 6, 1))
1795	12	('+', ('/', 10, 2), ('+', 1, 6))
1796	12	('+', ('-', 10, 1), ('/', 6, 2))
1797	12	('+', ('-', ('/', 6, 2), 1), 10)
1798	12	('+', ('+', 6, 1), ('/', 10, 2))
1799	12	('+', ('+', 6, ('/', 10, 2)), 1)
1800	12	('+', ('+', 1, 6), ('/', 10, 2))
1801	12	('+', ('+', 1, ('/', 10, 2)), 6)
1802	12	('+', ('+', ('/', 10, 2), 6), 1)
1803	12	('+', ('+', ('/', 10, 2), 1), 6)
1804	12	('*', ('-', 10, 6), ('+', 2, 1))
1805	12	('*', ('-', 10, 6), ('+', 1, 2))
1806	12	('*', ('+', 2, 1), ('-', 10, 6))
1807	12	('*', ('+', 1, 2), ('-', 10, 6))
1808	11	('/', ('+', 6, ('/', 10, 2)), 1)
1809	11	('/', ('+', ('/', 10, 2), 6), 1)
1810	11	('+', 6, ('/', 10, ('/', 2, 1)))
1811	11	('+', 6, ('/', 10, ('*', 2, 1)))
1812	11	('+', 6, ('/', 10, ('*', 1, 2)))
1813	11	('+', 6, ('/', 1, ('/', 2, 10)))
1814	11	('+', 6, ('/', ('/', 10, 2), 1))
1815	11	('+', 6, ('/', ('/', 10, 1), 2))
1816	11	('+', 6, ('/', ('*', 10, 1), 2))
1817	11	('+', 6, ('/', ('*', 1, 10), 2))
1818	11	('+', 6, ('*', 10, ('/', 1, 2)))
1819	11	('+', 6, ('*', 1, ('/', 10, 2)))
1820	11	('+', 6, ('*', ('/', 10, 2), 1))
1821	11	('+', 6, ('*', ('/', 1, 2), 10))
1822	11	('+', ('/', 6, 1), ('/', 10, 2))
1823	11	('+', ('/', 10, 2), ('/', 6, 1))
1824	11	('+', ('/', 10, 2), ('*', 6, 1))
1825	11	('+', ('/', 10, 2), ('*', 1, 6))
1826	11	('+', ('/', 10, ('/', 2, 1)), 6)
1827	11	('+', ('/', 10, ('*', 2, 1)), 6)
1828	11	('+', ('/', 10, ('*', 1, 2)), 6)
1829	11	('+', ('/', 1, ('/', 2, 10)), 6)
1830	11	('+', ('/', ('/', 10, 2), 1), 6)
1831	11	('+', ('/', ('/', 10, 1), 2), 6)
1832	11	('+', ('/', ('*', 10, 1), 2), 6)
1833	11	('+', ('/', ('*', 1, 10), 2), 6)
1834	11	('+', ('*', 6, 1), ('/', 10, 2))
1835	11	('+', ('*', 10, ('/', 1, 2)), 6)
1836	11	('+', ('*', 1, 6), ('/', 10, 2))
1837	11	('+', ('*', 1, ('/', 10, 2)), 6)
1838	11	('+', ('*', ('/', 10, 2), 1), 6)
1839	11	('+', ('*', ('/', 1, 2), 10), 6)
1840	11	('*', 1, ('+', 6, ('/', 10, 2)))
1841	11	('*', 1, ('+', ('/', 10, 2), 6))
1842	11	('*', ('+', 6, ('/', 10, 2)), 1)
1843	11	('*', ('+', ('/', 10, 2), 6), 1)
1844	10	('-', 6, ('-', 1, ('/', 10, 2)))
1845	10	('-', ('/', 10, 2), ('-', 1, 6))
1846	10	('-', ('+', 6, ('/', 10, 2)), 1)
1847	10	('-', ('+', ('/', 10, 2), 6), 1)
1848	10	('+', 6, ('-', ('/', 10, 2), 1))
1849	10	('+', ('/', 10, 2), ('-', 6, 1))
1850	10	('+', ('-', 6, 1), ('/', 10, 2))
1851	10	('+', ('-', ('/', 10, 2), 1), 6)
1852	10	('*', 2, ('-', 10, ('-', 6, 1)))
1853	10	('*', 2, ('-', 1, ('-', 6, 10)))
1854	10	('*', 2, ('-', ('+', 10, 1), 6))
1855	10	('*', 2, ('-', ('+', 1, 10), 6))
1856	10	('*', 2, ('+', 10, ('-', 1, 6)))
1857	10	('*', 2, ('+', 1, ('-', 10, 6)))
1858	10	('*', 2, ('+', ('-', 10, 6), 1))
1859	10	('*', 2, ('+', ('-', 1, 6), 10))
1860	10	('*', ('-', 10, ('-', 6, 1)), 2)
1861	10	('*', ('-', 1, ('-', 6, 10)), 2)
1862	10	('*', ('-', ('+', 10, 1), 6), 2)
1863	10	('*', ('-', ('+', 1, 10), 6), 2)
1864	10	('*', ('+', 10, ('-', 1, 6)), 2)
1865	10	('*', ('+', 1, ('-', 10, 6)), 2)
1866	10	('*', ('+', ('-', 10, 6), 1), 2)
1867	10	('*', ('+', ('-', 1, 6), 10), 2)
1868	9	('-', 1, ('*', 2, ('-', 6, 10)))
1869	9	('-', 1, ('*', ('-', 6, 10), 2))
1870	9	('+', 1, ('/', ('+', 6, 10), 2))
1871	9	('+', 1, ('/', ('+', 10, 6), 2))
1872	9	('+', 1, ('*', 2, ('-', 10, 6)))
1873	9	('+', 1, ('*', ('-', 10, 6), 2))
1874	9	('+', ('/', ('+', 6, 10), 2), 1)
1875	9	('+', ('/', ('+', 10, 6), 2), 1)
1876	9	('+', ('*', 2, ('-', 10, 6)), 1)
1877	9	('+', ('*', ('-', 10, 6), 2), 1)
1878	8	('/', 2, ('/', 1, ('-', 10, 6)))
1879	8	('/', 1, ('/', 2, ('+', 6, 10)))
1880	8	('/', 1, ('/', 2, ('+', 10, 6)))
1881	8	('/', ('/', ('+', 6, 10), 2), 1)
1882	8	('/', ('/', ('+', 6, 10), 1), 2)
1883	8	('/', ('/', ('+', 10, 6), 2), 1)
1884	8	('/', ('/', ('+', 10, 6), 1), 2)
1885	8	('/', ('-', 10, 6), ('/', 1, 2))
1886	8	('/', ('+', 6, 10), ('/', 2, 1))
1887	8	('/', ('+', 6, 10), ('*', 2, 1))
1888	8	('/', ('+', 6, 10), ('*', 1, 2))
1889	8	('/', ('+', 6, ('/', 10, 1)), 2)
1890	8	('/', ('+', 6, ('*', 10, 1)), 2)
1891	8	('/', ('+', 6, ('*', 1, 10)), 2)
1892	8	('/', ('+', 10, 6), ('/', 2, 1))
1893	8	('/', ('+', 10, 6), ('*', 2, 1))
1894	8	('/', ('+', 10, 6), ('*', 1, 2))
1895	8	('/', ('+', 10, ('/', 6, 1)), 2)
1896	8	('/', ('+', 10, ('*', 6, 1)), 2)
1897	8	('/', ('+', 10, ('*', 1, 6)), 2)
1898	8	('/', ('+', ('/', 6, 1), 10), 2)
1899	8	('/', ('+', ('/', 10, 1), 6), 2)
1900	8	('/', ('+', ('*', 6, 1), 10), 2)
1901	8	('/', ('+', ('*', 10, 1), 6), 2)
1902	8	('/', ('+', ('*', 1, 6), 10), 2)
1903	8	('/', ('+', ('*', 1, 10), 6), 2)
1904	8	('/', ('*', 2, ('-', 10, 6)), 1)
1905	8	('/', ('*', 1, ('+', 6, 10)), 2)
1906	8	('/', ('*', 1, ('+', 10, 6)), 2)
1907	8	('/', ('*', ('-', 10, 6), 2), 1)
1908	8	('/', ('*', ('+', 6, 10), 1), 2)
1909	8	('/', ('*', ('+', 10, 6), 1), 2)
1910	8	('-', 10, ('/', 6, ('+', 2, 1)))
1911	8	('-', 10, ('/', 6, ('+', 1, 2)))
1912	8	('-', 10, ('-', ('/', 6, 2), 1))
1913	8	('-', 1, ('-', ('/', 6, 2), 10))
1914	8	('-', ('+', 10, 1), ('/', 6, 2))
1915	8	('-', ('+', 1, 10), ('/', 6, 2))
1916	8	('-', ('*', 6, ('+', 2, 1)), 10)
1917	8	('-', ('*', 6, ('+', 1, 2)), 10)
1918	8	('-', ('*', ('+', 2, 1), 6), 10)
1919	8	('-', ('*', ('+', 1, 2), 6), 10)
1920	8	('+', 10, ('-', 1, ('/', 6, 2)))
1921	8	('+', 1, ('-', 10, ('/', 6, 2)))
1922	8	('+', ('-', 10, ('/', 6, 2)), 1)
1923	8	('+', ('-', 1, ('/', 6, 2)), 10)
1924	8	('*', 2, ('/', ('-', 10, 6), 1))
1925	8	('*', 2, ('-', 10, ('/', 6, 1)))
1926	8	('*', 2, ('-', 10, ('*', 6, 1)))
1927	8	('*', 2, ('-', 10, ('*', 1, 6)))
1928	8	('*', 2, ('-', ('/', 10, 1), 6))
1929	8	('*', 2, ('-', ('*', 10, 1), 6))
1930	8	('*', 2, ('-', ('*', 1, 10), 6))
1931	8	('*', 2, ('*', 1, ('-', 10, 6)))
1932	8	('*', 2, ('*', ('-', 10, 6), 1))
1933	8	('*', 1, ('/', ('+', 6, 10), 2))
1934	8	('*', 1, ('/', ('+', 10, 6), 2))
1935	8	('*', 1, ('*', 2, ('-', 10, 6)))
